investor_name,investor_permalink,country_code,state_code,region,city,investment_count,funding_round_types,num_portfolio_companies
Azure Capital Partners,/organization/azure-capital-partners,USA,CA,SF Bay Area,San Francisco,96,angel|seed|venture,55
Rock Health,/organization/rock-health,USA,CA,SF Bay Area,San Francisco,95,angel|convertible_note|grant|seed|venture,82
ONSET Ventures,/organization/onset-ventures,USA,CA,SF Bay Area,Menlo Park,95,seed|undisclosed|venture,50
Mercury Fund,/organization/mercury-fund,USA,TX,Houston,Houston,95,debt_financing|seed|venture,40
Asset Management Ventures (AMV),/organization/asset-management-ventures,USA,CA,SF Bay Area,Palo Alto,94,debt_financing|private_equity|seed|undisclosed|venture,63
Kapor Capital,/organization/kapor-capital,USA,CA,SF Bay Area,Oakland,94,angel|debt_financing|seed|undisclosed|venture,74
Entrepreneurs Roundtable Accelerator,/organization/er-accelerator,USA,NY,New York City,New York,94,angel|convertible_note|seed,90
Tech Coast Angels,/organization/tech-coast-angels,USA,CA,Anaheim,Newport Beach,94,angel|convertible_note|seed|undisclosed|venture,78
Rho Capital Partners,/organization/rho-capital-ventures,USA,NY,New York City,New York,93,private_equity|venture,68
Mobius Venture Capital,/organization/mobius-venture-capital,USA,CO,Denver,Boulder,93,private_equity|seed|undisclosed|venture,55
83North,/organization/greylock-partners-israel,ISR,5,Tel Aviv,Herzliya,93,convertible_note|venture,44
Paul Buchheit,/person/paul-buchheit,USA,,,Mountain View,92,angel|seed|venture,92
Real Ventures,/organization/real-ventures,CAN,QC,Montreal,Montréal,92,angel|convertible_note|seed|undisclosed|venture,70
Frazier Healthcare Partners,/organization/frazier-healthcare-ventures,USA,WA,Seattle,Seattle,92,debt_financing|private_equity|venture,56
Scottish Investment Bank,/organization/scottish-investment-bank,GBR,V2,Glasgow,Glasgow,92,angel|seed|undisclosed|venture,70
LaunchCapital,/organization/launchcapital,USA,MA,Boston,Cambridge,92,angel|seed|undisclosed|venture,76
Bobby Yazdani,/person/bobby-yazdani,USA,,,San Francisco,91,angel|seed|venture,77
Webb Investment Network,/organization/webb-investment-network,,,,,91,angel|convertible_note|seed|undisclosed|venture,61
Mitsui & Co. Global Investment,/organization/mitsui-ventures,USA,CA,SF Bay Area,Menlo Park,91,debt_financing|private_equity|venture,68
Signatures Capital,/organization/signatures-capital,USA,CA,SF Bay Area,San Francisco,90,angel|convertible_note|seed|venture,76
Point Nine Capital,/organization/point-nine-capital,DEU,16,Berlin,Berlin,90,angel|seed|undisclosed|venture,62
Technology Crossover Ventures,/organization/technology-crossover-ventures,USA,CA,SF Bay Area,Palo Alto,90,private_equity|undisclosed|venture,76
Focus Ventures,/organization/focus-ventures,USA,CA,SF Bay Area,Palo Alto,90,debt_financing|seed|venture,62
Dave McClure,/person/dave-mcclure,USA,,,San Francisco,90,angel|debt_financing|seed|undisclosed|venture,84
WI Harper Group,/organization/wi-harper-group,USA,CA,SF Bay Area,San Francisco,90,angel|seed|undisclosed|venture,66
Relay Ventures,/organization/relay-ventures,USA,CA,SF Bay Area,Menlo Park,90,angel|debt_financing|post_ipo_equity|seed|undisclosed|venture,48
Formation 8,/organization/formation8,USA,CA,SF Bay Area,San Francisco,90,private_equity|seed|undisclosed|venture,73
Tim Draper,/person/timothy-draper,USA,,,San Francisco,90,angel|debt_financing|seed|undisclosed|venture,73
East Ventures,/organization/east-ventures,JPN,40,Tokyo,Tokyo,89,angel|seed|undisclosed|venture,71
Delphi Ventures,/organization/delphi-ventures,USA,CA,SF Bay Area,Menlo Park,89,private_equity|venture,52
Northzone,/organization/northzone-ventures,SWE,26,Stockholm,Stockholm,89,private_equity|secondary_market|seed|venture,65
Prism Venture Management,/organization/prism-venture-management,USA,MA,Boston,Needham,88,angel|undisclosed|venture,55
AlphaLab,/organization/alphalab,USA,PA,Pittsburgh,Pittsburgh,88,seed|venture,81
Altos Ventures,/organization/altos-ventures,USA,CA,SF Bay Area,Menlo Park,88,debt_financing|seed|undisclosed|venture,52
Naval Ravikant,/person/naval-ravikant,USA,,,San Francisco,87,angel|debt_financing|seed|venture,81
OVP Venture Partners,/organization/ovp-venture-partners,USA,WA,Seattle,Seattle,87,seed|undisclosed|venture,45
Kodiak Venture Partners,/organization/kodiak-venture-partners,USA,MA,Boston,Wellesley,87,debt_financing|seed|venture,48
Rustic Canyon Partners,/organization/rustic-canyon-partners,USA,CA,Los Angeles,Santa Monica,87,angel|convertible_note|debt_financing|private_equity|seed|venture,59
Lowercase Capital,/organization/lowercase-capital,USA,CA,Lake Tahoe,Truckee,86,angel|convertible_note|seed|venture,72
O'Reilly AlphaTech Ventures,/organization/o-reilly-alphatech-ventures,USA,CA,SF Bay Area,San Francisco,86,angel|debt_financing|private_equity|seed|venture,48
Horizons Ventures,/organization/horizons-ventures,HKG,,Hong Kong,Hong Kong,86,private_equity|seed|venture,67
CMEA Capital,/organization/cmea-capital,USA,CA,SF Bay Area,San Francisco,86,angel|debt_financing|private_equity|seed|venture,59
Village Ventures,/organization/village-ventures,USA,MA,MA - Other,Williamstown,86,angel|private_equity|seed|undisclosed|venture,52
Novak Biddle Venture Partners,/organization/novak-biddle-venture-partners,USA,MD,"Washington, D.C.",Bethesda,85,private_equity|seed|venture,49
NDRC,/organization/ndrc,IRL,7,Dublin,Dublin,85,seed|undisclosed|venture,84
Omnes Capital,/organization/omnes-capital,FRA,A8,Paris,Paris,85,debt_financing|private_equity|undisclosed|venture,71
Nokia Growth Partners,/organization/nokia-growth-partners,USA,CA,SF Bay Area,Palo Alto,85,seed|undisclosed|venture,68
MaRS Investment Accelerator Fund,/organization/mars-investment-accelerator-fund,CAN,ON,Toronto,Toronto,85,angel|seed|undisclosed|venture,81
Innovation Endeavors,/organization/innovation-endeavors,USA,CA,SF Bay Area,Palo Alto,85,angel|convertible_note|seed|undisclosed|venture,65
Go Beyond Investing,/organization/go-beyond,CHE,25,Zurich,Zürich,84,angel|convertible_note|debt_financing|seed|undisclosed|venture,41
IDG Ventures India,/organization/idg-ventures-india,,,,,84,seed|venture,48
Portland Seed Fund,/organization/portland-seed-fund,USA,OR,"Portland, Oregon",Portland,84,angel|seed|undisclosed|venture,58
ATA Ventures,/organization/ata-ventures,USA,CA,SF Bay Area,Redwood City,84,debt_financing|seed|venture,42
Genesis Partners,/organization/genesis-partners,ISR,5,Tel Aviv,Herzliya,84,angel|seed|venture,52
Capstone Partners Korea,/organization/capstone-partners-korea,KOR,11,Seoul,Seoul,83,seed|undisclosed|venture,71
Grotech Ventures,/organization/grotech-ventures,USA,VA,"Washington, D.C.",Vienna,83,private_equity|venture,57
Novo A/S,/organization/novo-a-s,DNK,17,Hellerup,Hellerup,83,debt_financing|post_ipo_equity|private_equity|seed|undisclosed|venture,54
Star Ventures,/organization/star-ventures,DEU,2,Munich,München,83,debt_financing|venture,47
Northgate Capital,/organization/northgate-capital,USA,CA,SF Bay Area,Danville,83,private_equity|seed|venture,60
HV Holtzbrinck Ventures,/organization/holtzbrinck-ventures,DEU,2,Munich,Munich,83,angel|debt_financing|private_equity|seed|undisclosed|venture,65
Serra Ventures,/organization/serra-ventures,USA,IL,"Springfield, Illinois",Champaign,82,angel|convertible_note|debt_financing|seed|undisclosed|venture,49
Tencent Holdings,/organization/tencent,CHN,30,Shenzhen,Shenzhen,82,angel|convertible_note|debt_financing|post_ipo_equity|private_equity|seed|undisclosed|venture,71
MassChallenge,/organization/masschallenge,USA,MA,Boston,Boston,82,grant|seed|venture,82
Lux Capital,/organization/lux-capital,USA,NY,New York City,New York,82,debt_financing|private_equity|seed|undisclosed|venture,48
Draper Associates,/organization/draper-associates-2,USA,CA,SF Bay Area,Menlo Park,82,angel|debt_financing|seed|undisclosed|venture,71
Harris & Harris Group,/organization/harris-harris-group,USA,NY,New York City,New York,82,debt_financing|post_ipo_equity|seed|undisclosed|venture,46
Valhalla Partners,/organization/valhalla-partners,USA,VA,"Washington, D.C.",Vienna,82,angel|seed|venture,47
El Dorado Ventures,/organization/el-dorado-ventures,USA,CA,SF Bay Area,Menlo Park,82,undisclosed|venture,47
IDG Ventures USA,/organization/idg-ventures-usa,USA,CA,SF Bay Area,San Francisco,82,angel|convertible_note|private_equity|seed|undisclosed|venture,66
Rothenberg Ventures,/organization/rothenberg-ventures,USA,CA,SF Bay Area,San Francisco,81,angel|convertible_note|secondary_market|seed|undisclosed|venture,68
Rembrandt Venture Partners,/organization/rembrant-venture-partners,USA,CA,SF Bay Area,San Francisco,81,angel|private_equity|seed|undisclosed|venture,46
David Tisch,/person/david-tisch,USA,,,New York,81,angel|convertible_note|seed|undisclosed|venture,78
Eniac Ventures,/organization/eniac-ventures,USA,NY,New York City,New York,81,angel|convertible_note|debt_financing|seed|venture,69
IA Ventures,/organization/ia-ventures,USA,NY,New York City,New York,81,angel|seed|venture,42
AltaIR Capital,/organization/altair,,,,,80,angel|seed|venture,77
Ann Arbor SPARK,/organization/ann-arbor-spark,USA,MI,Detroit,Ann Arbor,80,convertible_note|debt_financing|seed|undisclosed|venture,76
RockPort Capital,/organization/rockport-capital-partners,USA,MA,Boston,Boston,80,private_equity|seed|venture,40
Draper Esprit,/organization/draper-esprit,IRL,7,Dublin,Dublin,80,debt_financing|private_equity|seed|undisclosed|venture,49
Texas Venture Labs,/organization/texas-venture-labs,USA,TX,Austin,Austin,80,angel|non_equity_assistance|seed|venture,79
TA Ventures,/organization/ta-venture,,,,,80,angel|seed|undisclosed|venture,71
Viola Credit,/organization/viola-credit,ISR,5,Tel Aviv,Herzliya,80,convertible_note|debt_financing|private_equity|venture,56
Worldview Technology Partners,/organization/worldview-technology-partners,USA,CA,SF Bay Area,San Mateo,79,private_equity|venture,40
Mission Ventures,/organization/mission-ventures,USA,CA,San Diego,San Diego,79,venture,40
MCI Capital SA,/organization/mci-management,POL,78,Warsaw,Warsaw,78,private_equity|seed|undisclosed|venture,73
Pelion Venture Partners,/organization/pelion-venture-partners,USA,UT,Salt Lake City,Salt Lake City,78,angel|debt_financing|seed|venture,55
Giza Venture Capital,/organization/giza-venture-capital,ISR,5,Tel Aviv,Tel Aviv,78,seed|venture,48
JAFCO Asia,/organization/jafco-asia,SGP,,Singapore,Singapore,78,seed|undisclosed|venture,61
XG Ventures,/organization/xg-ventures,USA,CA,SF Bay Area,Menlo Park,78,angel|convertible_note|seed|undisclosed|venture,60
Voyager Capital,/organization/voyager-capital,USA,WA,Seattle,Seattle,78,private_equity|seed|undisclosed|venture,50
Quotidian Ventures,/organization/quotidian-ventures,USA,NY,New York City,New York,78,angel|convertible_note|debt_financing|seed|undisclosed|venture,59
Streamlined Ventures,/organization/streamlined-ventures,,,,,78,angel|convertible_note|seed|undisclosed|venture,64
Allen & Company,/organization/allen-and-company,USA,NY,New York City,New York,78,angel|private_equity|seed|undisclosed|venture,61
Alven Capital,/organization/alven-capital,FRA,A8,Paris,Paris,78,seed|venture,54
Seventure Partners,/organization/seventure-partners,FRA,A8,Paris,Paris,78,private_equity|seed|undisclosed|venture,61
Hax,/organization/haxlr8r,CHN,30,Shenzhen,Shenzhen,78,convertible_note|grant|seed|undisclosed|venture,74
Helion Venture Partners,/organization/helion-venture-partners,MUS,18,Mauritius,Port Louis Town,78,private_equity|seed|undisclosed|venture,51
TVM Capital,/organization/tvm-capital,DEU,2,Munich,Munich,77,private_equity|undisclosed|venture,50
Clearstone Venture Partners,/organization/clearstone-venture-partners,USA,CA,Los Angeles,Santa Monica,76,angel|debt_financing|seed|venture,40
Sunstone Capital,/organization/sunstone-capital,DNK,17,Copenhagen,Copenhagen,76,post_ipo_equity|seed|undisclosed|venture,53
Allegis Capital,/organization/allegis-capital,USA,CA,SF Bay Area,Palo Alto,76,private_equity|seed|venture,41
EPIC Ventures,/organization/epic-ventures,USA,UT,Salt Lake City,Salt Lake City,76,debt_financing|private_equity|seed|venture,46
Noro-Moseley Partners,/organization/noro-moseley-partners,USA,GA,Atlanta,Atlanta,75,private_equity|seed|venture,48
Advantage Capital Partners,/organization/advantage-capital-partners,USA,AL,Huntsville,Huntsville,75,private_equity|seed|undisclosed|venture,59
Fenox Venture Capital,/organization/fenox-venture-capital,USA,CA,SF Bay Area,San Jose,75,angel|convertible_note|debt_financing|seed|undisclosed|venture,60
Three Arch Partners,/organization/three-arch-partners,USA,CA,SF Bay Area,Portola Valley,75,venture,55
Evergreen Venture Partners,/organization/evergreen-venture-partners,ISR,5,Tel Aviv,Tel Aviv,75,private_equity|seed|undisclosed|venture,38
Mangrove Capital Partners,/organization/mangrove-capital-partners,LUX,3,Luxemburg,Luxembourg,75,angel|convertible_note|seed|undisclosed|venture,47
Atomico,/organization/atomico,GBR,H9,London,London,74,angel|convertible_note|private_equity|seed|undisclosed|venture,49
F-Prime Capital Partners,/organization/f-prime-capital-partners,USA,MA,Boston,Cambridge,74,private_equity|seed|venture,52
Hercules Technology Growth Capital,/organization/hercules-technology-growth-capital,USA,CA,SF Bay Area,Palo Alto,74,debt_financing|post_ipo_debt|private_equity|seed|venture,65
QED Investors,/organization/qed-investors,,,,,73,private_equity|seed|undisclosed|venture,51
SR One,/organization/sr-one,USA,MA,Boston,Cambridge,73,debt_financing|seed|undisclosed|venture,51
Kalaari Capital,/organization/kalaari-capital,IND,19,Bangalore,Bangalore,73,seed|venture,47
Oxford Bioscience Partners,/organization/oxford-bioscience-partners,USA,MA,Boston,Boston,73,debt_financing|private_equity|venture,48
Innovacom,/organization/innovacom,FRA,A8,Paris,Paris,73,debt_financing|seed|undisclosed|venture,54
Opus Capital,/organization/opus-capital,USA,CA,SF Bay Area,Menlo Park,73,seed|venture,41
Translink Capital,/organization/translink-capital,USA,CA,SF Bay Area,Palo Alto,73,debt_financing|private_equity|seed|undisclosed|venture,38
Esther Dyson,/person/esther-dyson,USA,,,New York,73,angel|debt_financing|seed|undisclosed|venture,59
Longworth Venture Partners,/organization/longworth-venture-partners,USA,MA,Boston,Waltham,73,private_equity|seed|venture,43
Fidelity Ventures,/organization/fidelity-ventures,USA,MA,Boston,Boston,73,undisclosed|venture,48
Betaspring,/organization/betaspring,USA,RI,Providence,Providence,72,angel|debt_financing|seed,72
Industrifonden,/organization/industrifonden,SWE,26,Stockholm,Stockholm,72,private_equity|seed|undisclosed|venture,56
Split Rock Partners,/organization/split-rock-partners,USA,MN,Minneapolis,Minneapolis,72,private_equity|undisclosed|venture,48
MVI (MENA Venture Investments),/organization/mena-venture-investments,ARE,3,Dubai,Dubai,72,angel|seed|undisclosed|venture,65
Collaborative Fund,/organization/collaborative-fund,USA,NY,New York City,New York,72,debt_financing|seed|venture,53
Dingman Center Angels,/organization/dingman-center-angels,USA,MD,"Washington, D.C.",College Park,72,angel|convertible_note|debt_financing|seed|undisclosed|venture,57
Scout Ventures,/organization/scout-ventures,USA,NY,New York City,New York,71,angel|convertible_note|debt_financing|seed|undisclosed|venture,48
Band of Angels,/organization/band-of-angels,USA,CA,SF Bay Area,Menlo Park,71,angel|seed|undisclosed|venture,60
Marc Benioff,/person/marc-benioff,USA,,,San Francisco,71,angel|seed|venture,53
Benjamin Ling,/person/ben-ling,USA,,,Menlo Park,71,angel|convertible_note|debt_financing|seed|undisclosed|venture,69
